Source	Target	Type
16_0_Blood_2_26	16_0_Blood_3_12	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_12	recombination_parent_3
16_0_Blood_2_11	16_0_Blood_3_13	primary_parent
16_0_Blood_2_17	16_0_Blood_3_13	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_13	recombination_parent_2
16_0_Blood_2_11	16_0_Blood_3_14	primary_parent
16_0_Blood_2_11	16_0_Blood_3_14	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_14	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_14	recombination_parent_3
16_0_Blood_2_11	16_0_Blood_3_15	primary_parent
16_0_Blood_2_22	16_0_Blood_3_15	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_15	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_15	recombination_parent_3
16_0_Blood_2_11	16_0_Blood_3_16	primary_parent
16_0_Blood_2_11	16_0_Blood_3_16	recombination_parent_2
16_0_Blood_2_11	16_0_Blood_3_17	primary_parent
16_0_Blood_2_11	16_0_Blood_3_17	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_17	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_17	recombination_parent_3
16_0_Blood_2_11	16_0_Blood_3_18	primary_parent
16_0_Blood_2_26	16_0_Blood_3_18	recombination_parent_2
16_0_Blood_2_11	16_0_Blood_3_19	primary_parent
16_0_Blood_2_22	16_0_Blood_3_19	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_19	recombination_parent_2
16_0_Blood_2_11	16_0_Blood_3_20	primary_parent
16_0_Blood_2_26	16_0_Blood_3_20	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_20	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_20	recombination_parent_3
16_0_Blood_2_17	16_0_Blood_3_21	primary_parent
16_0_Blood_2_17	16_0_Blood_3_21	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_21	recombination_parent_3
16_0_Blood_2_17	16_0_Blood_3_22	primary_parent
16_0_Blood_2_17	16_0_Blood_3_22	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_22	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_23	primary_parent
16_0_Blood_2_11	16_0_Blood_3_23	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_24	primary_parent
16_0_Blood_2_22	16_0_Blood_3_24	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_24	recombination_parent_3
16_0_Blood_2_17	16_0_Blood_3_25	primary_parent
16_0_Blood_2_17	16_0_Blood_3_25	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_26	primary_parent
16_0_Blood_2_11	16_0_Blood_3_26	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_27	primary_parent
16_0_Blood_2_11	16_0_Blood_3_27	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_27	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_28	primary_parent
16_0_Blood_2_26	16_0_Blood_3_28	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_28	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_29	primary_parent
16_0_Blood_2_22	16_0_Blood_3_29	recombination_parent_2
16_0_Blood_2_11	16_0_Blood_3_29	recombination_parent_3
16_0_Blood_2_17	16_0_Blood_3_30	primary_parent
16_0_Blood_2_17	16_0_Blood_3_30	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_31	primary_parent
16_0_Blood_2_11	16_0_Blood_3_31	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_31	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_32	primary_parent
16_0_Blood_2_11	16_0_Blood_3_32	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_33	primary_parent
16_0_Blood_2_17	16_0_Blood_3_33	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_34	primary_parent
16_0_Blood_2_11	16_0_Blood_3_34	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_35	primary_parent
16_0_Blood_2_22	16_0_Blood_3_35	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_35	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_36	primary_parent
16_0_Blood_2_22	16_0_Blood_3_36	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_37	primary_parent
16_0_Blood_2_26	16_0_Blood_3_37	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_37	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_37	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_38	primary_parent
16_0_Blood_2_26	16_0_Blood_3_38	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_38	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_39	primary_parent
16_0_Blood_2_17	16_0_Blood_3_39	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_39	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_40	primary_parent
16_0_Blood_2_22	16_0_Blood_3_40	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_40	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_40	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_41	primary_parent
16_0_Blood_2_22	16_0_Blood_3_41	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_41	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_42	primary_parent
16_0_Blood_2_11	16_0_Blood_3_42	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_42	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_42	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_43	primary_parent
16_0_Blood_2_17	16_0_Blood_3_43	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_44	primary_parent
16_0_Blood_2_22	16_0_Blood_3_44	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_44	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_45	primary_parent
16_0_Blood_2_26	16_0_Blood_3_45	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_45	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_46	primary_parent
16_0_Blood_2_26	16_0_Blood_3_46	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_47	primary_parent
16_0_Blood_2_26	16_0_Blood_3_47	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_47	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_48	primary_parent
16_0_Blood_2_26	16_0_Blood_3_48	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_49	primary_parent
16_0_Blood_2_26	16_0_Blood_3_49	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_50	primary_parent
16_0_Blood_2_26	16_0_Blood_3_50	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_50	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_50	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_51	primary_parent
16_0_Blood_2_11	16_0_Blood_3_51	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_51	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_52	primary_parent
16_0_Blood_2_17	16_0_Blood_3_52	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_53	primary_parent
16_0_Blood_2_11	16_0_Blood_3_53	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_54	primary_parent
16_0_Blood_2_22	16_0_Blood_3_54	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_54	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_55	primary_parent
16_0_Blood_2_26	16_0_Blood_3_55	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_55	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_56	primary_parent
16_0_Blood_2_17	16_0_Blood_3_56	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_56	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_57	primary_parent
16_0_Blood_2_17	16_0_Blood_3_57	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_58	primary_parent
16_0_Blood_2_17	16_0_Blood_3_58	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_59	primary_parent
16_0_Blood_2_11	16_0_Blood_3_59	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_60	primary_parent
16_0_Blood_2_11	16_0_Blood_3_60	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_60	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_61	primary_parent
16_0_Blood_2_11	16_0_Blood_3_61	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_61	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_62	primary_parent
16_0_Blood_2_17	16_0_Blood_3_62	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_63	primary_parent
16_0_Blood_2_26	16_0_Blood_3_63	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_63	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_64	primary_parent
16_0_Blood_2_26	16_0_Blood_3_64	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_65	primary_parent
16_0_Blood_2_11	16_0_Blood_3_65	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_65	recombination_parent_2
16_0_Blood_2_17	16_0_Blood_3_65	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_66	primary_parent
16_0_Blood_2_22	16_0_Blood_3_66	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_66	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_67	primary_parent
16_0_Blood_2_26	16_0_Blood_3_67	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_68	primary_parent
16_0_Blood_2_17	16_0_Blood_3_68	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_68	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_69	primary_parent
16_0_Blood_2_11	16_0_Blood_3_69	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_70	primary_parent
16_0_Blood_2_11	16_0_Blood_3_70	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_71	primary_parent
16_0_Blood_2_26	16_0_Blood_3_71	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_71	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_72	primary_parent
16_0_Blood_2_22	16_0_Blood_3_72	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_72	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_73	primary_parent
16_0_Blood_2_11	16_0_Blood_3_73	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_73	recombination_parent_3
16_0_Blood_2_22	16_0_Blood_3_74	primary_parent
16_0_Blood_2_11	16_0_Blood_3_74	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_74	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_75	primary_parent
16_0_Blood_2_22	16_0_Blood_3_75	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_76	primary_parent
16_0_Blood_2_17	16_0_Blood_3_76	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_76	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_77	primary_parent
16_0_Blood_2_26	16_0_Blood_3_77	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_77	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_78	primary_parent
16_0_Blood_2_17	16_0_Blood_3_78	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_78	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_79	primary_parent
16_0_Blood_2_22	16_0_Blood_3_79	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_79	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_80	primary_parent
16_0_Blood_2_26	16_0_Blood_3_80	recombination_parent_2
16_0_Blood_2_11	16_0_Blood_3_80	recombination_parent_3
16_0_Blood_2_26	16_0_Blood_3_81	primary_parent
16_0_Blood_2_22	16_0_Blood_3_81	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_81	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_81	recombination_parent_3
16_0_Blood_2_26	16_0_Blood_3_82	primary_parent
16_0_Blood_2_11	16_0_Blood_3_82	recombination_parent_2
16_0_Blood_2_11	16_0_Blood_3_82	recombination_parent_3
16_0_Blood_2_26	16_0_Blood_3_83	primary_parent
16_0_Blood_2_17	16_0_Blood_3_83	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_84	primary_parent
16_0_Blood_2_11	16_0_Blood_3_84	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_85	primary_parent
16_0_Blood_2_22	16_0_Blood_3_85	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_85	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_85	recombination_parent_3
16_0_Blood_2_26	16_0_Blood_3_86	primary_parent
16_0_Blood_2_26	16_0_Blood_3_86	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_86	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_86	recombination_parent_3
16_0_Blood_2_26	16_0_Blood_3_87	primary_parent
16_0_Blood_2_26	16_0_Blood_3_87	recombination_parent_1
16_0_Blood_2_26	16_0_Blood_3_87	recombination_parent_2
16_0_Blood_2_11	16_0_Blood_3_87	recombination_parent_3
16_0_Blood_2_26	16_0_Blood_3_88	primary_parent
16_0_Blood_2_26	16_0_Blood_3_88	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_88	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_89	primary_parent
16_0_Blood_2_17	16_0_Blood_3_89	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_90	primary_parent
16_0_Blood_2_22	16_0_Blood_3_90	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_91	primary_parent
16_0_Blood_2_17	16_0_Blood_3_91	recombination_parent_1
16_0_Blood_2_17	16_0_Blood_3_91	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_92	primary_parent
16_0_Blood_2_17	16_0_Blood_3_92	recombination_parent_1
16_0_Blood_2_22	16_0_Blood_3_92	recombination_parent_2
16_0_Blood_2_22	16_0_Blood_3_92	recombination_parent_3
16_0_Blood_2_26	16_0_Blood_3_93	primary_parent
16_0_Blood_2_11	16_0_Blood_3_93	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_94	primary_parent
16_0_Blood_2_26	16_0_Blood_3_94	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_94	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_95	primary_parent
16_0_Blood_2_22	16_0_Blood_3_95	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_96	primary_parent
16_0_Blood_2_22	16_0_Blood_3_96	recombination_parent_1
16_0_Blood_2_11	16_0_Blood_3_96	recombination_parent_2
16_0_Blood_2_26	16_0_Blood_3_97	primary_parent
16_0_Blood_2_11	16_0_Blood_3_97	recombination_parent_1
