Source	Target	Type
4_2_Lung_0_1	4_2_Lung_1_21	primary_parent
4_2_Lung_0_1	4_2_Lung_1_21	recombination_parent_2
4_2_Lung_0_1	4_2_Lung_1_21	recombination_parent_3
4_2_Lung_0_1	4_2_Lung_1_22	primary_parent
4_2_Lung_0_1	4_2_Lung_1_22	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_22	recombination_parent_2
4_2_Lung_0_1	4_2_Lung_1_22	recombination_parent_3
4_2_Lung_0_1	4_2_Lung_1_23	primary_parent
4_2_Lung_0_1	4_2_Lung_1_23	recombination_parent_2
4_2_Lung_0_1	4_2_Lung_1_24	primary_parent
4_2_Lung_0_1	4_2_Lung_1_24	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_24	recombination_parent_2
4_2_Lung_0_1	4_2_Lung_1_24	recombination_parent_3
4_2_Lung_0_1	4_2_Lung_1_25	primary_parent
4_2_Lung_0_1	4_2_Lung_1_25	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_25	recombination_parent_2
4_2_Lung_0_1	4_2_Lung_1_26	primary_parent
4_2_Lung_0_0	4_2_Lung_1_26	recombination_parent_2
4_2_Lung_0_0	4_2_Lung_1_27	primary_parent
4_2_Lung_0_0	4_2_Lung_1_27	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_27	recombination_parent_2
4_2_Lung_0_0	4_2_Lung_1_28	primary_parent
4_2_Lung_0_0	4_2_Lung_1_28	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_28	recombination_parent_2
4_2_Lung_0_0	4_2_Lung_1_29	primary_parent
4_2_Lung_0_1	4_2_Lung_1_29	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_29	recombination_parent_2
4_2_Lung_0_0	4_2_Lung_1_30	primary_parent
4_2_Lung_0_1	4_2_Lung_1_30	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_30	recombination_parent_2
4_2_Lung_0_0	4_2_Lung_1_31	primary_parent
4_2_Lung_0_1	4_2_Lung_1_31	recombination_parent_1
4_2_Lung_0_0	4_2_Lung_1_32	primary_parent
4_2_Lung_0_0	4_2_Lung_1_32	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_32	recombination_parent_2
4_2_Lung_0_0	4_2_Lung_1_33	primary_parent
4_2_Lung_0_1	4_2_Lung_1_33	recombination_parent_1
4_2_Lung_0_0	4_2_Lung_1_33	recombination_parent_2
4_2_Lung_0_0	4_2_Lung_1_34	primary_parent
4_2_Lung_0_0	4_2_Lung_1_34	recombination_parent_1
4_2_Lung_0_0	4_2_Lung_1_34	recombination_parent_2
4_2_Lung_0_0	4_2_Lung_1_35	primary_parent
4_2_Lung_0_1	4_2_Lung_1_35	recombination_parent_1
4_2_Lung_0_1	4_2_Lung_1_35	recombination_parent_2
4_2_Lung_1_5	4_2_Gut_1_0	Transmission
4_2_Gut_1_0	4_2_Blood_1_0	Transmission
4_2_Blood_1_0	0_2_Blood_0_0	Transmission
4_2_Lung_1_9	4_2_Lung_2_0	primary_parent
4_2_Lung_1_19	4_2_Lung_2_0	recombination_parent_2
4_2_Lung_1_9	4_2_Lung_2_1	primary_parent
4_2_Lung_1_9	4_2_Lung_2_1	recombination_parent_2
4_2_Lung_1_9	4_2_Lung_2_2	primary_parent
4_2_Lung_1_11	4_2_Lung_2_2	recombination_parent_1
4_2_Lung_1_12	4_2_Lung_2_2	recombination_parent_2
4_2_Lung_1_12	4_2_Lung_2_2	recombination_parent_3
4_2_Lung_1_9	4_2_Lung_2_3	primary_parent
4_2_Lung_1_4	4_2_Lung_2_3	recombination_parent_1
4_2_Lung_1_7	4_2_Lung_2_3	recombination_parent_2
4_2_Lung_1_9	4_2_Lung_2_4	primary_parent
4_2_Lung_1_11	4_2_Lung_2_4	recombination_parent_1
4_2_Lung_1_8	4_2_Lung_2_4	recombination_parent_2
4_2_Lung_1_9	4_2_Lung_2_5	primary_parent
4_2_Lung_1_12	4_2_Lung_2_5	recombination_parent_2
4_2_Lung_1_9	4_2_Lung_2_6	primary_parent
4_2_Lung_1_4	4_2_Lung_2_6	recombination_parent_1
4_2_Lung_1_4	4_2_Lung_2_6	recombination_parent_2
4_2_Lung_1_9	4_2_Lung_2_7	primary_parent
4_2_Lung_1_14	4_2_Lung_2_7	recombination_parent_2
4_2_Lung_1_9	4_2_Lung_2_8	primary_parent
4_2_Lung_1_12	4_2_Lung_2_8	recombination_parent_1
4_2_Lung_1_11	4_2_Lung_2_8	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_9	primary_parent
4_2_Lung_1_9	4_2_Lung_2_9	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_9	recombination_parent_3
4_2_Lung_1_18	4_2_Lung_2_10	primary_parent
4_2_Lung_1_7	4_2_Lung_2_10	recombination_parent_2
4_2_Lung_1_11	4_2_Lung_2_10	recombination_parent_3
4_2_Lung_1_18	4_2_Lung_2_11	primary_parent
4_2_Lung_1_14	4_2_Lung_2_11	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_12	primary_parent
4_2_Lung_1_11	4_2_Lung_2_12	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_12	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_12	recombination_parent_3
4_2_Lung_1_18	4_2_Lung_2_13	primary_parent
4_2_Lung_1_0	4_2_Lung_2_13	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_14	primary_parent
4_2_Lung_1_15	4_2_Lung_2_14	recombination_parent_1
4_2_Lung_1_18	4_2_Lung_2_14	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_15	primary_parent
4_2_Lung_1_19	4_2_Lung_2_15	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_15	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_16	primary_parent
4_2_Lung_1_4	4_2_Lung_2_16	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_16	recombination_parent_3
4_2_Lung_1_18	4_2_Lung_2_17	primary_parent
4_2_Lung_1_7	4_2_Lung_2_17	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_18	primary_parent
4_2_Lung_1_11	4_2_Lung_2_18	recombination_parent_1
4_2_Lung_1_18	4_2_Lung_2_18	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_18	recombination_parent_3
4_2_Lung_1_18	4_2_Lung_2_19	primary_parent
4_2_Lung_1_4	4_2_Lung_2_19	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_20	primary_parent
4_2_Lung_1_7	4_2_Lung_2_20	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_20	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_21	primary_parent
4_2_Lung_1_12	4_2_Lung_2_21	recombination_parent_1
4_2_Lung_1_18	4_2_Lung_2_21	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_22	primary_parent
4_2_Lung_1_0	4_2_Lung_2_22	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_23	primary_parent
4_2_Lung_1_11	4_2_Lung_2_23	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_24	primary_parent
4_2_Lung_1_0	4_2_Lung_2_24	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_25	primary_parent
4_2_Lung_1_19	4_2_Lung_2_25	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_26	primary_parent
4_2_Lung_1_7	4_2_Lung_2_26	recombination_parent_1
4_2_Lung_1_18	4_2_Lung_2_26	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_27	primary_parent
4_2_Lung_1_9	4_2_Lung_2_27	recombination_parent_1
4_2_Lung_1_19	4_2_Lung_2_27	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_28	primary_parent
4_2_Lung_1_12	4_2_Lung_2_28	recombination_parent_1
4_2_Lung_1_8	4_2_Lung_2_28	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_28	recombination_parent_3
4_2_Lung_1_7	4_2_Lung_2_29	primary_parent
4_2_Lung_1_0	4_2_Lung_2_29	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_29	recombination_parent_3
4_2_Lung_1_4	4_2_Lung_2_30	primary_parent
4_2_Lung_1_15	4_2_Lung_2_30	recombination_parent_1
4_2_Lung_1_4	4_2_Lung_2_30	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_31	primary_parent
4_2_Lung_1_11	4_2_Lung_2_31	recombination_parent_1
4_2_Lung_1_19	4_2_Lung_2_31	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_32	primary_parent
4_2_Lung_1_12	4_2_Lung_2_32	recombination_parent_1
4_2_Lung_1_11	4_2_Lung_2_32	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_33	primary_parent
4_2_Lung_1_19	4_2_Lung_2_33	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_34	primary_parent
4_2_Lung_1_11	4_2_Lung_2_34	recombination_parent_1
4_2_Lung_1_12	4_2_Lung_2_34	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_35	primary_parent
4_2_Lung_1_9	4_2_Lung_2_35	recombination_parent_1
4_2_Lung_1_7	4_2_Lung_2_35	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_36	primary_parent
4_2_Lung_1_9	4_2_Lung_2_36	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_36	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_37	primary_parent
4_2_Lung_1_12	4_2_Lung_2_37	recombination_parent_1
4_2_Lung_1_19	4_2_Lung_2_37	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_38	primary_parent
4_2_Lung_1_15	4_2_Lung_2_38	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_39	primary_parent
4_2_Lung_1_11	4_2_Lung_2_39	recombination_parent_1
4_2_Lung_1_7	4_2_Lung_2_39	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_40	primary_parent
4_2_Lung_1_7	4_2_Lung_2_40	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_41	primary_parent
4_2_Lung_1_12	4_2_Lung_2_41	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_41	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_42	primary_parent
4_2_Lung_1_0	4_2_Lung_2_42	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_43	primary_parent
4_2_Lung_1_11	4_2_Lung_2_43	recombination_parent_1
4_2_Lung_1_9	4_2_Lung_2_43	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_44	primary_parent
4_2_Lung_1_0	4_2_Lung_2_44	recombination_parent_1
4_2_Lung_1_9	4_2_Lung_2_44	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_45	primary_parent
4_2_Lung_1_4	4_2_Lung_2_45	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_46	primary_parent
4_2_Lung_1_7	4_2_Lung_2_46	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_47	primary_parent
4_2_Lung_1_9	4_2_Lung_2_47	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_48	primary_parent
4_2_Lung_1_12	4_2_Lung_2_48	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_48	recombination_parent_2
4_2_Lung_1_12	4_2_Lung_2_48	recombination_parent_3
4_2_Lung_1_4	4_2_Lung_2_49	primary_parent
4_2_Lung_1_15	4_2_Lung_2_49	recombination_parent_1
4_2_Lung_1_9	4_2_Lung_2_49	recombination_parent_2
4_2_Lung_1_9	4_2_Lung_2_49	recombination_parent_3
4_2_Lung_1_4	4_2_Lung_2_50	primary_parent
4_2_Lung_1_9	4_2_Lung_2_50	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_50	recombination_parent_3
4_2_Lung_1_4	4_2_Lung_2_51	primary_parent
4_2_Lung_1_12	4_2_Lung_2_51	recombination_parent_2
4_2_Lung_1_12	4_2_Lung_2_51	recombination_parent_3
4_2_Lung_1_4	4_2_Lung_2_52	primary_parent
4_2_Lung_1_12	4_2_Lung_2_52	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_52	recombination_parent_3
4_2_Lung_1_4	4_2_Lung_2_53	primary_parent
4_2_Lung_1_19	4_2_Lung_2_53	recombination_parent_1
4_2_Lung_1_18	4_2_Lung_2_53	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_53	recombination_parent_3
4_2_Lung_1_4	4_2_Lung_2_54	primary_parent
4_2_Lung_1_9	4_2_Lung_2_54	recombination_parent_1
4_2_Lung_1_8	4_2_Lung_2_54	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_55	primary_parent
4_2_Lung_1_9	4_2_Lung_2_55	recombination_parent_2
4_2_Lung_1_12	4_2_Lung_2_55	recombination_parent_3
4_2_Lung_1_4	4_2_Lung_2_56	primary_parent
4_2_Lung_1_19	4_2_Lung_2_56	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_57	primary_parent
4_2_Lung_1_9	4_2_Lung_2_57	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_58	primary_parent
4_2_Lung_1_11	4_2_Lung_2_58	recombination_parent_1
4_2_Lung_1_7	4_2_Lung_2_58	recombination_parent_2
4_2_Lung_1_4	4_2_Lung_2_59	primary_parent
4_2_Lung_1_9	4_2_Lung_2_59	recombination_parent_2
4_2_Lung_1_8	4_2_Lung_2_60	primary_parent
4_2_Lung_1_14	4_2_Lung_2_60	recombination_parent_1
4_2_Lung_1_0	4_2_Lung_2_60	recombination_parent_2
4_2_Lung_1_8	4_2_Lung_2_61	primary_parent
4_2_Lung_1_18	4_2_Lung_2_61	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_61	recombination_parent_2
4_2_Lung_1_8	4_2_Lung_2_62	primary_parent
4_2_Lung_1_11	4_2_Lung_2_62	recombination_parent_1
4_2_Lung_1_18	4_2_Lung_2_62	recombination_parent_2
4_2_Lung_1_12	4_2_Lung_2_62	recombination_parent_3
4_2_Lung_1_8	4_2_Lung_2_63	primary_parent
4_2_Lung_1_0	4_2_Lung_2_63	recombination_parent_1
4_2_Lung_1_0	4_2_Lung_2_63	recombination_parent_2
4_2_Lung_1_19	4_2_Lung_2_63	recombination_parent_3
4_2_Lung_1_8	4_2_Lung_2_64	primary_parent
4_2_Lung_1_8	4_2_Lung_2_64	recombination_parent_1
4_2_Lung_1_11	4_2_Lung_2_64	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_64	recombination_parent_3
4_2_Lung_1_8	4_2_Lung_2_65	primary_parent
4_2_Lung_1_0	4_2_Lung_2_65	recombination_parent_2
4_2_Lung_1_8	4_2_Lung_2_65	recombination_parent_3
4_2_Lung_1_8	4_2_Lung_2_66	primary_parent
4_2_Lung_1_18	4_2_Lung_2_66	recombination_parent_1
4_2_Lung_1_14	4_2_Lung_2_66	recombination_parent_2
4_2_Lung_1_8	4_2_Lung_2_67	primary_parent
4_2_Lung_1_4	4_2_Lung_2_67	recombination_parent_1
4_2_Lung_1_7	4_2_Lung_2_67	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_67	recombination_parent_3
4_2_Lung_1_8	4_2_Lung_2_68	primary_parent
4_2_Lung_1_7	4_2_Lung_2_68	recombination_parent_2
4_2_Lung_1_8	4_2_Lung_2_69	primary_parent
4_2_Lung_1_12	4_2_Lung_2_69	recombination_parent_1
4_2_Lung_1_14	4_2_Lung_2_69	recombination_parent_2
4_2_Lung_1_8	4_2_Lung_2_70	primary_parent
4_2_Lung_1_19	4_2_Lung_2_70	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_71	primary_parent
4_2_Lung_1_14	4_2_Lung_2_71	recombination_parent_1
4_2_Lung_1_12	4_2_Lung_2_71	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_72	primary_parent
4_2_Lung_1_7	4_2_Lung_2_72	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_73	primary_parent
4_2_Lung_1_15	4_2_Lung_2_73	recombination_parent_1
4_2_Lung_1_18	4_2_Lung_2_73	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_73	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_74	primary_parent
4_2_Lung_1_18	4_2_Lung_2_74	recombination_parent_1
4_2_Lung_1_19	4_2_Lung_2_74	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_75	primary_parent
4_2_Lung_1_12	4_2_Lung_2_75	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_75	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_76	primary_parent
4_2_Lung_1_14	4_2_Lung_2_76	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_76	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_77	primary_parent
4_2_Lung_1_4	4_2_Lung_2_77	recombination_parent_1
4_2_Lung_1_11	4_2_Lung_2_77	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_78	primary_parent
4_2_Lung_1_7	4_2_Lung_2_78	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_79	primary_parent
4_2_Lung_1_12	4_2_Lung_2_79	recombination_parent_1
4_2_Lung_1_8	4_2_Lung_2_79	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_80	primary_parent
4_2_Lung_1_19	4_2_Lung_2_80	recombination_parent_1
4_2_Lung_1_12	4_2_Lung_2_80	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_81	primary_parent
4_2_Lung_1_11	4_2_Lung_2_81	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_82	primary_parent
4_2_Lung_1_11	4_2_Lung_2_82	recombination_parent_1
4_2_Lung_1_7	4_2_Lung_2_82	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_83	primary_parent
4_2_Lung_1_0	4_2_Lung_2_83	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_84	primary_parent
4_2_Lung_1_9	4_2_Lung_2_84	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_85	primary_parent
4_2_Lung_1_4	4_2_Lung_2_85	recombination_parent_1
4_2_Lung_1_0	4_2_Lung_2_85	recombination_parent_2
4_2_Lung_1_7	4_2_Lung_2_85	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_86	primary_parent
4_2_Lung_1_7	4_2_Lung_2_86	recombination_parent_2
4_2_Lung_1_12	4_2_Lung_2_86	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_87	primary_parent
4_2_Lung_1_9	4_2_Lung_2_87	recombination_parent_1
4_2_Lung_1_4	4_2_Lung_2_87	recombination_parent_2
4_2_Lung_1_19	4_2_Lung_2_87	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_88	primary_parent
4_2_Lung_1_9	4_2_Lung_2_88	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_89	primary_parent
4_2_Lung_1_18	4_2_Lung_2_89	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_89	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_89	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_90	primary_parent
4_2_Lung_1_19	4_2_Lung_2_90	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_91	primary_parent
4_2_Lung_1_12	4_2_Lung_2_91	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_92	primary_parent
4_2_Lung_1_7	4_2_Lung_2_92	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_93	primary_parent
4_2_Lung_1_14	4_2_Lung_2_93	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_93	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_94	primary_parent
4_2_Lung_1_18	4_2_Lung_2_94	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_95	primary_parent
4_2_Lung_1_12	4_2_Lung_2_95	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_95	recombination_parent_2
4_2_Lung_1_15	4_2_Lung_2_96	primary_parent
4_2_Lung_1_14	4_2_Lung_2_96	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_96	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_97	primary_parent
4_2_Lung_1_18	4_2_Lung_2_97	recombination_parent_1
4_2_Lung_1_0	4_2_Lung_2_97	recombination_parent_2
4_2_Lung_1_11	4_2_Lung_2_97	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_98	primary_parent
4_2_Lung_1_15	4_2_Lung_2_98	recombination_parent_2
4_2_Lung_1_11	4_2_Lung_2_98	recombination_parent_3
4_2_Lung_1_15	4_2_Lung_2_99	primary_parent
4_2_Lung_1_7	4_2_Lung_2_99	recombination_parent_2
4_2_Lung_1_11	4_2_Lung_2_99	recombination_parent_3
4_2_Lung_1_14	4_2_Lung_2_100	primary_parent
4_2_Lung_1_7	4_2_Lung_2_100	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_101	primary_parent
4_2_Lung_1_15	4_2_Lung_2_101	recombination_parent_1
4_2_Lung_1_14	4_2_Lung_2_101	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_102	primary_parent
4_2_Lung_1_8	4_2_Lung_2_102	recombination_parent_1
4_2_Lung_1_4	4_2_Lung_2_102	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_103	primary_parent
4_2_Lung_1_18	4_2_Lung_2_103	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_104	primary_parent
4_2_Lung_1_14	4_2_Lung_2_104	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_105	primary_parent
4_2_Lung_1_15	4_2_Lung_2_105	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_106	primary_parent
4_2_Lung_1_7	4_2_Lung_2_106	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_107	primary_parent
4_2_Lung_1_12	4_2_Lung_2_107	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_108	primary_parent
4_2_Lung_1_9	4_2_Lung_2_108	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_109	primary_parent
4_2_Lung_1_12	4_2_Lung_2_109	recombination_parent_2
4_2_Lung_1_14	4_2_Lung_2_110	primary_parent
4_2_Lung_1_4	4_2_Lung_2_110	recombination_parent_1
4_2_Lung_1_9	4_2_Lung_2_110	recombination_parent_2
4_2_Lung_1_12	4_2_Lung_2_110	recombination_parent_3
4_2_Lung_1_14	4_2_Lung_2_111	primary_parent
4_2_Lung_1_18	4_2_Lung_2_111	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_112	primary_parent
4_2_Lung_1_18	4_2_Lung_2_112	recombination_parent_1
4_2_Lung_1_15	4_2_Lung_2_112	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_113	primary_parent
4_2_Lung_1_19	4_2_Lung_2_113	recombination_parent_1
4_2_Lung_1_9	4_2_Lung_2_113	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_114	primary_parent
4_2_Lung_1_4	4_2_Lung_2_114	recombination_parent_1
4_2_Lung_1_7	4_2_Lung_2_114	recombination_parent_2
4_2_Lung_1_18	4_2_Lung_2_114	recombination_parent_3
4_2_Lung_1_0	4_2_Lung_2_115	primary_parent
4_2_Lung_1_18	4_2_Lung_2_115	recombination_parent_1
4_2_Lung_1_12	4_2_Lung_2_115	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_116	primary_parent
4_2_Lung_1_8	4_2_Lung_2_116	recombination_parent_2
4_2_Lung_1_12	4_2_Lung_2_116	recombination_parent_3
4_2_Lung_1_0	4_2_Lung_2_117	primary_parent
4_2_Lung_1_11	4_2_Lung_2_117	recombination_parent_1
4_2_Lung_1_11	4_2_Lung_2_117	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_118	primary_parent
4_2_Lung_1_8	4_2_Lung_2_118	recombination_parent_1
4_2_Lung_1_7	4_2_Lung_2_118	recombination_parent_2
4_2_Lung_1_0	4_2_Lung_2_119	primary_parent
